Date,Ålder_0_9,Ålder_10_19,Ålder_20_29,Ålder_30_39,Ålder_40_49,Ålder_50_59,Ålder_60_69,Ålder_70_79,Ålder_80_90,Ålder_90_plus,Uppgift saknas,Ålder_80_89,80+
2020-11-05,1139.0,9734.0,26646.0,23499.0,23847.0,24025.0,13164.0,7811.0,0.0,4115.0,26.0,7758.0,11873.0
2020-11-06,1180.0,10317.0,27563.0,24389.0,24707.0,24741.0,13516.0,8002.0,0.0,4165.0,26.0,7855.0,12020.0
2020-11-10,1320.0,12272.0,30778.0,27235.0,27477.0,27290.0,14783.0,8579.0,0.0,4298.0,28.0,8180.0,12478.0
2020-11-11,1368.0,12770.0,31701.0,28004.0,28278.0,28030.0,15158.0,8747.0,0.0,4336.0,28.0,8287.0,12623.0
2020-11-12,1419.0,13251.0,32627.0,28916.0,29074.0,28806.0,15558.0,8893.0,0.0,4397.0,29.0,8395.0,12792.0
2020-11-13,1468.0,14080.0,33800.0,29882.0,30168.0,29799.0,16038.0,9073.0,0.0,4464.0,30.0,8553.0,13017.0
2020-11-17,1630.0,15880.0,36674.0,32538.0,32856.0,32315.0,17259.0,9660.0,0.0,4664.0,35.0,8928.0,13592.0
2020-11-18,1686.0,16337.0,37354.0,33176.0,33583.0,33004.0,17623.0,9860.0,0.0,4720.0,34.0,9069.0,13789.0
2020-11-19,1743.0,16877.0,38083.0,33923.0,34440.0,33885.0,17986.0,10072.0,0.0,4790.0,33.0,9223.0,14013.0
2020-11-20,1829.0,17773.0,39362.0,35169.0,35761.0,35137.0,18604.0,10322.0,0.0,4881.0,33.0,9424.0,14305.0
2020-11-24,2016.0,19781.0,42366.0,38326.0,39021.0,37993.0,19998.0,10978.0,0.0,5114.0,33.0,9934.0,15048.0
2020-11-25,2070.0,20294.0,43190.0,39197.0,40003.0,38811.0,20417.0,11186.0,0.0,5208.0,35.0,10103.0,15311.0
2020-11-26,2164.0,21001.0,44157.0,40175.0,41136.0,39827.0,20931.0,11395.0,0.0,5283.0,37.0,10249.0,15532.0
2020-11-27,2258.0,21882.0,45362.0,41395.0,42434.0,40901.0,21478.0,11638.0,0.0,5342.0,37.0,10402.0,15744.0
2020-12-01,2475.0,24023.0,48293.0,44540.0,45935.0,43817.0,22948.0,12298.0,0.0,5544.0,39.0,10846.0,16390.0
2020-12-02,2559.0,24670.0,49117.0,45489.0,47065.0,44757.0,23380.0,12470.0,0.0,5598.0,37.0,11016.0,16614.0
2020-12-03,2670.0,25442.0,50149.0,46632.0,48374.0,45784.0,23944.0,12720.0,0.0,5696.0,37.0,11195.0,16891.0
2020-12-04,2772.0,26341.0,51135.0,47723.0,49636.0,46776.0,24456.0,12920.0,0.0,5762.0,38.0,11353.0,17115.0
2020-12-08,3056.0,28839.0,54151.0,50914.0,53200.0,49940.0,26076.0,13625.0,0.0,6022.0,42.0,11867.0,17889.0
2020-12-09,3172.0,29665.0,55230.0,52131.0,54526.0,51163.0,26685.0,13908.0,0.0,6146.0,44.0,12123.0,18269.0
2020-12-10,3293.0,30669.0,56512.0,53525.0,56118.0,52451.0,27375.0,14166.0,0.0,6257.0,44.0,12318.0,18575.0
2020-12-11,3408.0,31637.0,57677.0,54768.0,57556.0,53753.0,27983.0,14397.0,0.0,6368.0,45.0,12506.0,18874.0
2020-12-15,3805.0,34513.0,60980.0,58479.0,61504.0,57033.0,29762.0,15188.0,0.0,6627.0,44.0,13094.0,19721.0
2020-12-16,3933.0,35360.0,62078.0,59840.0,63028.0,58304.0,30431.0,15493.0,0.0,6735.0,44.0,13339.0,20074.0
2020-12-17,4085.0,36371.0,63521.0,61400.0,64787.0,59769.0,31205.0,15850.0,0.0,6848.0,47.0,13583.0,20431.0
2020-12-18,4268.0,37592.0,65006.0,63154.0,66608.0,61365.0,32066.0,16220.0,0.0,6972.0,48.0,13821.0,20793.0
2020-12-22,4697.0,40121.0,68539.0,67119.0,70824.0,65143.0,34121.0,17102.0,0.0,7268.0,53.0,14452.0,21720.0
2020-12-23,4792.0,40769.0,69504.0,68319.0,72138.0,66281.0,34740.0,17389.0,0.0,7369.0,57.0,14690.0,22059.0
2020-12-29,5313.0,43884.0,74839.0,74146.0,78644.0,71860.0,37771.0,18757.0,0.0,7717.0,57.0,15545.0,23262.0
2020-12-30,5409.0,44597.0,76354.0,75859.0,80380.0,73354.0,38581.0,19115.0,0.0,7865.0,53.0,15812.0,23677.0
2021-01-05,5898.0,47279.0,82336.0,81918.0,86050.0,78821.0,41650.0,20724.0,0.0,8268.0,56.0,16748.0,25016.0
2021-01-07,6067.0,48349.0,84893.0,84240.0,88091.0,80895.0,42783.0,21336.0,0.0,8463.0,51.0,17116.0,25579.0
2021-01-08,6185.0,49052.0,86436.0,85594.0,89230.0,82010.0,43381.0,21648.0,0.0,8564.0,52.0,17319.0,25883.0
2021-01-12,6457.0,50879.0,90089.0,88689.0,92076.0,84809.0,44776.0,22386.0,0.0,8815.0,55.0,17835.0,26650.0
2021-01-13,6532.0,51373.0,91130.0,89577.0,93005.0,85691.0,45230.0,22640.0,0.0,8908.0,57.0,18060.0,26968.0
2021-01-14,6650.0,52051.0,92400.0,90732.0,94087.0,86835.0,45840.0,22898.0,0.0,8990.0,56.0,18244.0,27234.0
2021-01-15,6745.0,52557.0,93288.0,91576.0,94784.0,87617.0,46268.0,23114.0,0.0,9061.0,55.0,18421.0,27482.0
2021-01-19,6900.0,53543.0,95062.0,93375.0,96383.0,89240.0,47121.0,23582.0,0.0,9208.0,56.0,18795.0,28003.0
2021-01-20,6998.0,53966.0,95886.0,94247.0,97238.0,90086.0,47504.0,23779.0,0.0,9289.0,57.0,18917.0,28206.0
2021-01-21,7113.0,54466.0,96782.0,95157.0,98070.0,90911.0,47975.0,24006.0,0.0,9347.0,58.0,19067.0,28414.0
2021-01-22,7201.0,54906.0,97560.0,95952.0,98819.0,91533.0,48369.0,24182.0,0.0,9407.0,58.0,19179.0,28586.0
2021-01-26,7469.0,55877.0,99183.0,97615.0,100340.0,92973.0,49147.0,24637.0,0.0,9544.0,61.0,19443.0,28987.0
2021-01-27,7562.0,56309.0,99844.0,98432.0,101089.0,93680.0,49534.0,24808.0,0.0,9592.0,62.0,19560.0,29152.0
2021-01-28,7687.0,56771.0,100526.0,99177.0,101822.0,94400.0,49897.0,24942.0,0.0,9624.0,60.0,19651.0,29275.0
2021-01-29,7749.0,57034.0,100960.0,99632.0,102222.0,94760.0,50099.0,25056.0,0.0,9661.0,60.0,19724.0,29385.0
2021-02-02,8108.0,58129.0,102560.0,101462.0,103987.0,96267.0,50937.0,25406.0,0.0,9753.0,62.0,19935.0,29688.0
2021-02-03,8213.0,58628.0,103278.0,102299.0,104799.0,96964.0,51295.0,25563.0,0.0,9788.0,61.0,20028.0,29816.0
2021-02-04,8323.0,59058.0,103916.0,103052.0,105451.0,97593.0,51605.0,25700.0,0.0,9818.0,63.0,20095.0,29913.0
2021-02-05,8416.0,59496.0,104488.0,103706.0,106060.0,98124.0,51883.0,25807.0,0.0,9844.0,64.0,20174.0,30018.0
2021-02-09,8695.0,60581.0,105873.0,105209.0,107524.0,99339.0,52539.0,26104.0,0.0,9908.0,63.0,20339.0,30247.0
2021-02-10,8816.0,61074.0,106556.0,105959.0,108333.0,99971.0,52883.0,26235.0,0.0,9933.0,64.0,20420.0,30353.0
2021-02-11,8989.0,61616.0,107303.0,106746.0,109191.0,100624.0,53236.0,26363.0,0.0,9960.0,64.0,20485.0,30445.0
2021-02-12,9127.0,62180.0,107936.0,107508.0,109903.0,101188.0,53511.0,26476.0,0.0,9980.0,64.0,20538.0,30518.0
2021-02-16,9506.0,63550.0,109417.0,109254.0,111690.0,102631.0,54255.0,26798.0,0.0,10022.0,64.0,20682.0,30704.0
2021-02-17,9629.0,64097.0,110081.0,110074.0,112494.0,103318.0,54600.0,26954.0,0.0,10044.0,65.0,20746.0,30790.0
2021-02-18,9814.0,64811.0,110876.0,110980.0,113405.0,104074.0,55014.0,27101.0,0.0,10068.0,64.0,20815.0,30883.0
2021-02-19,9938.0,65380.0,111589.0,111737.0,114208.0,104700.0,55355.0,27245.0,0.0,10082.0,66.0,20866.0,30948.0
2021-02-23,10342.0,66883.0,113422.0,113722.0,116270.0,106423.0,56203.0,27610.0,0.0,10119.0,69.0,21036.0,31155.0
2021-02-24,10501.0,67630.0,114247.0,114738.0,117386.0,107301.0,56602.0,27746.0,0.0,10137.0,68.0,21114.0,31251.0
2021-02-25,10687.0,68350.0,115062.0,115644.0,118327.0,108077.0,57032.0,27894.0,0.0,10157.0,69.0,21166.0,31323.0
2021-02-26,10863.0,69078.0,115851.0,116451.0,119241.0,108880.0,57404.0,28070.0,0.0,10168.0,70.0,21233.0,31401.0
2021-03-02,11332.0,70834.0,117723.0,118580.0,121507.0,110702.0,58301.0,28461.0,0.0,10212.0,70.0,21391.0,31603.0
2021-03-03,11531.0,71692.0,118685.0,119735.0,122746.0,111715.0,58791.0,28662.0,0.0,10221.0,70.0,21444.0,31665.0
2021-03-04,11723.0,72404.0,119498.0,120534.0,123665.0,112547.0,59167.0,28802.0,0.0,10230.0,69.0,21491.0,31721.0
2021-03-05,11880.0,73119.0,120350.0,121391.0,124525.0,113316.0,59566.0,28960.0,0.0,10241.0,69.0,21544.0,31785.0
2021-03-09,12304.0,74732.0,122126.0,123440.0,126554.0,114991.0,60440.0,29334.0,0.0,10287.0,69.0,21698.0,31985.0
2021-03-10,12546.0,75591.0,123045.0,124526.0,127691.0,115961.0,60898.0,29514.0,0.0,10299.0,71.0,21750.0,32049.0
2021-03-11,12744.0,76399.0,123873.0,125490.0,128735.0,116808.0,61293.0,29671.0,0.0,10313.0,72.0,21794.0,32107.0
2021-03-12,12953.0,77210.0,124792.0,126471.0,129673.0,117619.0,61727.0,29824.0,0.0,10328.0,72.0,21858.0,32186.0
2021-03-16,13485.0,79089.0,126964.0,128824.0,132094.0,119482.0,62649.0,30255.0,0.0,10360.0,71.0,22016.0,32376.0
2021-03-17,13730.0,80038.0,128001.0,130075.0,133406.0,120644.0,63187.0,30481.0,0.0,10363.0,71.0,22074.0,32437.0
2021-03-18,14014.0,81017.0,129054.0,131254.0,134547.0,121689.0,63681.0,30691.0,0.0,10382.0,71.0,22137.0,32519.0
2021-03-19,14216.0,81899.0,130065.0,132310.0,135524.0,122582.0,64141.0,30876.0,0.0,10392.0,73.0,22194.0,32586.0
2021-03-23,14835.0,84058.0,132367.0,134851.0,138114.0,124774.0,65172.0,31325.0,0.0,10428.0,74.0,22337.0,32765.0
2021-03-24,15172.0,85206.0,133562.0,136222.0,139653.0,125981.0,65721.0,31549.0,0.0,10449.0,74.0,22395.0,32844.0
2021-03-25,15515.0,86423.0,134798.0,137576.0,141138.0,127137.0,66342.0,31760.0,0.0,10468.0,73.0,22460.0,32928.0
2021-03-26,15774.0,87474.0,135847.0,138696.0,142343.0,128087.0,66769.0,31953.0,0.0,10478.0,73.0,22524.0,33002.0
2021-03-30,16481.0,90129.0,138542.0,141612.0,145413.0,130466.0,68063.0,32479.0,0.0,10513.0,77.0,22670.0,33183.0
2021-03-31,16867.0,91431.0,139730.0,143150.0,147092.0,131828.0,68710.0,32739.0,0.0,10523.0,76.0,22740.0,33263.0
2021-04-01,17191.0,92792.0,141062.0,144653.0,148662.0,133075.0,69351.0,32975.0,0.0,10537.0,76.0,22817.0,33354.0
2021-04-06,18098.0,96091.0,144582.0,148502.0,152939.0,136387.0,71118.0,33659.0,0.0,10570.0,78.0,22969.0,33539.0
2021-04-07,18335.0,97039.0,145677.0,149725.0,154266.0,137550.0,71674.0,33877.0,0.0,10574.0,80.0,23010.0,33584.0
2021-04-08,18587.0,98136.0,147015.0,151163.0,155767.0,138827.0,72324.0,34091.0,0.0,10587.0,81.0,23051.0,33638.0
2021-04-09,18873.0,99301.0,148406.0,152537.0,157143.0,140051.0,72978.0,34320.0,0.0,10602.0,83.0,23107.0,33709.0
2021-04-13,19608.0,102252.0,151756.0,155888.0,160677.0,142865.0,74462.0,35025.0,0.0,10628.0,88.0,23257.0,33885.0
2021-04-14,19957.0,103697.0,153190.0,157407.0,162342.0,144275.0,75161.0,35318.0,0.0,10631.0,87.0,23320.0,33951.0
2021-04-15,20223.0,104907.0,154366.0,158587.0,163621.0,145370.0,75741.0,35557.0,0.0,10640.0,82.0,23386.0,34026.0
2021-04-16,20533.0,106239.0,155683.0,159947.0,164953.0,146528.0,76310.0,35780.0,0.0,10649.0,83.0,23433.0,34082.0
2021-04-20,21186.0,108944.0,158539.0,162901.0,167997.0,149073.0,77571.0,36313.0,0.0,10681.0,87.0,23538.0,34219.0
2021-04-21,21481.0,110136.0,159743.0,164241.0,169340.0,150362.0,78158.0,36506.0,0.0,10695.0,89.0,23589.0,34284.0
2021-04-22,21797.0,111492.0,161019.0,165639.0,170657.0,151585.0,78747.0,36702.0,0.0,10707.0,94.0,23637.0,34344.0
2021-04-23,22043.0,112624.0,162116.0,166703.0,171745.0,152479.0,79254.0,36882.0,0.0,10718.0,93.0,23686.0,34404.0
2021-04-27,22681.0,115201.0,164633.0,169245.0,174438.0,154749.0,80346.0,37347.0,0.0,10753.0,92.0,23769.0,34522.0
2021-04-28,23029.0,116547.0,165788.0,170546.0,175750.0,155834.0,80855.0,37520.0,0.0,10758.0,92.0,23801.0,34559.0
2021-04-29,23340.0,117932.0,166913.0,171790.0,177030.0,156915.0,81378.0,37692.0,0.0,10766.0,92.0,23830.0,34596.0
2021-04-30,23610.0,119050.0,167966.0,172764.0,178059.0,157780.0,81820.0,37834.0,0.0,10774.0,91.0,23856.0,34630.0
2021-05-04,24371.0,121903.0,170246.0,175371.0,180874.0,160002.0,82798.0,38186.0,0.0,10785.0,95.0,23923.0,34708.0
2021-05-05,24723.0,123324.0,171320.0,176497.0,182250.0,161050.0,83254.0,38339.0,0.0,10795.0,96.0,23947.0,34742.0
2021-05-06,25066.0,124626.0,172403.0,177616.0,183370.0,162022.0,83666.0,38474.0,0.0,10802.0,96.0,23980.0,34782.0
2021-05-07,25329.0,125843.0,173396.0,178504.0,184351.0,162835.0,84036.0,38588.0,0.0,10809.0,98.0,24003.0,34812.0
2021-05-11,26062.0,128637.0,175702.0,180773.0,186915.0,164807.0,84838.0,38859.0,0.0,10831.0,95.0,24085.0,34916.0
2021-05-12,26401.0,129901.0,176620.0,181834.0,188110.0,165809.0,85210.0,38996.0,0.0,10839.0,96.0,24118.0,34957.0
2021-05-14,26891.0,131736.0,178128.0,183348.0,189862.0,167193.0,85708.0,39149.0,0.0,10852.0,95.0,24164.0,35016.0
2021-05-18,27477.0,133503.0,179771.0,185086.0,191815.0,168718.0,86254.0,39356.0,0.0,10864.0,98.0,24201.0,35065.0
2021-05-19,27750.0,134420.0,180477.0,185907.0,192693.0,169406.0,86498.0,39419.0,0.0,10875.0,96.0,24221.0,35096.0
2021-05-20,27921.0,135105.0,181071.0,186526.0,193316.0,169885.0,86669.0,39469.0,0.0,10877.0,95.0,24239.0,35116.0
2021-05-21,28099.0,135835.0,181582.0,187042.0,193898.0,170302.0,86826.0,39521.0,0.0,10883.0,96.0,24257.0,35140.0
2021-05-25,28472.0,137116.0,182518.0,188102.0,194959.0,171159.0,87115.0,39643.0,0.0,10896.0,96.0,24299.0,35195.0
2021-05-26,28632.0,137668.0,182927.0,188558.0,195498.0,171572.0,87255.0,39687.0,0.0,10903.0,95.0,24312.0,35215.0
2021-05-27,28722.0,137980.0,183133.0,188787.0,195749.0,171754.0,87307.0,39714.0,0.0,10910.0,95.0,24322.0,35232.0
2021-06-03,29268.0,139866.0,184556.0,190271.0,197375.0,172799.0,87630.0,39856.0,0.0,10919.0,96.0,24357.0,35276.0
2021-06-04,29329.0,140098.0,184767.0,190483.0,197542.0,172917.0,87675.0,39871.0,0.0,10920.0,97.0,24363.0,35283.0
2021-06-08,29507.0,140659.0,185258.0,190973.0,198049.0,173231.0,87764.0,39896.0,0.0,10924.0,94.0,24378.0,35302.0
2021-06-09,29568.0,140931.0,185466.0,191177.0,198269.0,173368.0,87803.0,39914.0,0.0,10926.0,95.0,24381.0,35307.0
2021-06-10,29615.0,141133.0,185662.0,191315.0,198392.0,173445.0,87830.0,39928.0,0.0,10929.0,95.0,24385.0,35314.0
2021-06-11,29643.0,141298.0,185836.0,191449.0,198506.0,173518.0,87855.0,39938.0,0.0,10928.0,96.0,24389.0,35317.0
2021-06-14,29703.0,141569.0,186114.0,191639.0,198711.0,173631.0,87894.0,39956.0,0.0,10931.0,94.0,24394.0,35325.0
2021-06-17,29703.0,141569.0,186114.0,191639.0,198711.0,173631.0,87894.0,39956.0,0.0,10931.0,94.0,24394.0,35325.0
2021-06-22,29843.0,142508.0,186802.0,192185.0,199246.0,173993.0,87995.0,39996.0,0.0,10938.0,96.0,24412.0,35350.0
2021-06-23,29871.0,142640.0,186907.0,192259.0,199336.0,174046.0,88005.0,40003.0,0.0,10940.0,96.0,24415.0,35355.0
2021-06-24,29895.0,142713.0,187005.0,192325.0,199399.0,174079.0,88018.0,40008.0,0.0,10941.0,96.0,24417.0,35358.0
2021-06-29,29941.0,142905.0,187202.0,192471.0,199536.0,174156.0,88042.0,40025.0,0.0,10944.0,95.0,24426.0,35370.0
2021-06-30,29951.0,142950.0,187277.0,192516.0,199572.0,174177.0,88049.0,40029.0,0.0,10944.0,95.0,24430.0,35374.0
2021-07-01,29969.0,143051.0,187441.0,192642.0,199651.0,174227.0,88065.0,40035.0,0.0,10944.0,95.0,24433.0,35377.0
2021-07-02,29981.0,143100.0,187565.0,192703.0,199692.0,174244.0,88079.0,40038.0,0.0,10946.0,95.0,24437.0,35383.0
2021-07-06,30004.0,143272.0,187804.0,192865.0,199806.0,174308.0,88105.0,40066.0,0.0,10951.0,95.0,24454.0,35405.0
2021-07-07,30020.0,143348.0,187932.0,192922.0,199852.0,174332.0,88112.0,40071.0,0.0,10952.0,95.0,24447.0,35399.0
2021-07-09,30037.0,143443.0,188132.0,193005.0,199897.0,174351.0,88113.0,40066.0,0.0,10952.0,95.0,24449.0,35401.0
2021-07-13,30057.0,143588.0,188399.0,193111.0,199955.0,174393.0,88128.0,40075.0,0.0,10953.0,96.0,24454.0,35407.0
2021-07-14,30070.0,143654.0,188565.0,193167.0,199991.0,174417.0,88135.0,40075.0,0.0,10953.0,96.0,24453.0,35406.0
2021-07-15,30084.0,143706.0,188706.0,193235.0,200028.0,174438.0,88140.0,40081.0,0.0,10954.0,96.0,24455.0,35409.0
2021-07-16,30091.0,143784.0,188872.0,193295.0,200057.0,174453.0,88144.0,40083.0,0.0,10954.0,96.0,24458.0,35412.0
2021-07-20,30118.0,143960.0,189280.0,193465.0,200146.0,174522.0,88167.0,40094.0,0.0,10958.0,97.0,24472.0,35430.0
2021-07-21,30130.0,144057.0,189492.0,193558.0,200179.0,174543.0,88178.0,40101.0,0.0,10958.0,94.0,24468.0,35426.0
2021-07-22,30141.0,144165.0,189736.0,193673.0,200233.0,174580.0,88185.0,40106.0,0.0,10958.0,94.0,24470.0,35428.0
2021-07-23,30149.0,144249.0,189920.0,193760.0,200278.0,174609.0,88195.0,40112.0,0.0,10960.0,94.0,24473.0,35433.0
2021-07-27,30184.0,144503.0,190432.0,193982.0,200409.0,174694.0,88228.0,40142.0,0.0,10980.0,97.0,24503.0,35483.0
2021-07-28,30198.0,144595.0,190674.0,194098.0,200488.0,174763.0,88244.0,40151.0,0.0,10983.0,96.0,24505.0,35488.0
2021-07-29,30219.0,144714.0,190953.0,194223.0,200556.0,174795.0,88255.0,40148.0,0.0,10971.0,93.0,24487.0,35458.0
2021-07-30,30235.0,144834.0,191200.0,194332.0,200628.0,174843.0,88263.0,40152.0,0.0,10972.0,95.0,24486.0,35458.0
2021-08-03,30285.0,145211.0,191880.0,194640.0,200857.0,174979.0,88306.0,40177.0,0.0,10974.0,95.0,24496.0,35470.0
2021-08-04,30317.0,145382.0,192216.0,194805.0,200972.0,175048.0,88335.0,40187.0,0.0,10973.0,95.0,24499.0,35472.0
2021-08-05,30337.0,145516.0,192560.0,194950.0,201077.0,175119.0,88355.0,40204.0,0.0,10976.0,95.0,24504.0,35480.0
2021-08-06,30357.0,145660.0,192876.0,195136.0,201159.0,175173.0,88376.0,40219.0,0.0,10978.0,95.0,24509.0,35487.0
2021-08-10,30421.0,146042.0,193663.0,195615.0,201440.0,175352.0,88433.0,40262.0,0.0,10980.0,95.0,24518.0,35498.0
2021-08-11,30454.0,146251.0,194064.0,195863.0,201614.0,175456.0,88474.0,40281.0,0.0,10983.0,95.0,24522.0,35505.0
2021-08-12,30493.0,146446.0,194390.0,196061.0,201754.0,175549.0,88510.0,40296.0,0.0,10986.0,96.0,24531.0,35517.0
2021-08-13,30547.0,146630.0,194692.0,196299.0,201888.0,175612.0,88550.0,40306.0,0.0,10988.0,97.0,24538.0,35526.0
2021-08-17,30682.0,147103.0,195514.0,196929.0,202238.0,175825.0,88644.0,40362.0,0.0,10995.0,99.0,24567.0,35562.0
2021-08-18,30750.0,147344.0,195849.0,197205.0,202442.0,175925.0,88700.0,40380.0,0.0,10999.0,99.0,24585.0,35584.0
2021-08-19,30815.0,147600.0,196150.0,197488.0,202633.0,176016.0,88758.0,40408.0,0.0,11004.0,99.0,24595.0,35599.0
2021-08-20,30875.0,147778.0,196424.0,197719.0,202759.0,176101.0,88789.0,40428.0,0.0,11010.0,99.0,24602.0,35612.0
2021-08-24,31076.0,148329.0,197073.0,198284.0,203103.0,176339.0,88907.0,40485.0,0.0,11023.0,100.0,24639.0,35662.0
2021-08-25,31182.0,148622.0,197321.0,198549.0,203279.0,176415.0,88956.0,40514.0,0.0,11030.0,102.0,24658.0,35688.0
2021-08-26,31308.0,148997.0,197643.0,198831.0,203467.0,176532.0,89014.0,40539.0,0.0,11036.0,101.0,24671.0,35707.0
